index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
11,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
14,5,True,9,9,9,9|9|9|9|5|9|9|9|9|9
21,3,False,3,10,1,1|6|6|1|1|1|1|1|1|1
44,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
51,5,False,5,9,1,5|1|1|1|3|3|3|1|1|1
54,0,True,2,10,2,2|2|2|2|2|2|2|2|2|2
58,4,False,4,8,1,4|1|1|1|4|2|7|1|2|1
68,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
75,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
91,1,True,3,7,3,1|3|3|3|3|3|3|3|1|1
103,7,True,6,10,6,1|1|6|1|6|1|6|6|6|6
113,7,False,7,3,7,4|7|7|7|7|6|7|7|2|7
119,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
125,8,True,6,8,6,8|6|6|6|6|6|8|6|6|6
126,1,False,1,1,1,1|1|1|1|1|1|5|1|1|1
132,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
141,3,False,3,10,6,8|6|6|6|6|6|1|1|6|6
160,5,True,1,10,1,1|1|1|1|1|1|1|1|1|1
161,1,True,8,8,8,8|8|1|1|8|8|8|8|8|8
185,6,True,0,10,0,0|8|0|5|8|0|9|0|0|1
209,8,True,6,10,6,6|6|6|6|6|6|6|6|6|6
236,1,False,1,6,1,2|1|1|1|5|2|5|2|5|1
254,4,False,4,5,-1,1|1|4|4|1|4|4|4|1|1
263,4,False,4,2,4,4|4|4|4|4|4|1|4|4|1
273,5,True,9,9,9,9|5|1|9|9|1|9|9|1|1
287,3,False,3,9,5,5|5|1|5|1|5|5|5|5|3
288,4,True,2,9,2,2|1|2|2|2|4|2|3|6|2
292,6,False,6,1,6,8|6|6|6|6|6|6|6|6|6
293,0,False,0,9,-1,5|5|2|9|8|5|9|2|0|9
299,4,False,4,5,4,4|4|4|4|2|4|1|9|2|1
302,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
305,5,False,5,7,-1,4|5|7|7|1|5|7|2|3|5
319,9,False,9,2,9,9|9|9|9|1|9|9|9|1|9
326,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
347,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
349,0,False,0,6,2,0|2|0|2|2|0|2|0|6|2
366,7,False,7,6,7,3|5|7|5|3|7|5|7|3|7
377,3,False,3,1,3,3|3|3|3|3|3|3|3|1|3
379,1,True,8,9,8,8|8|1|8|8|8|8|8|8|8
382,3,True,7,10,7,7|7|7|7|7|7|7|7|7|7
383,2,False,2,1,2,9|2|2|2|2|2|2|2|2|2
391,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
393,1,False,1,1,1,1|1|1|1|1|1|1|2|1|1
402,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
410,1,True,8,4,1,8|1|1|1|8|1|1|8|8|1
415,0,False,0,6,0,9|0|0|9|1|5|9|5|0|0
421,2,False,2,1,2,2|2|2|2|2|2|5|2|2|2
431,1,True,5,8,5,5|5|5|5|5|5|5|5|1|1
451,2,True,6,10,6,6|6|6|6|6|1|8|6|1|1
452,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
453,0,False,0,2,0,0|0|0|6|0|6|0|0|0|0
458,4,False,4,8,1,1|1|1|1|4|1|1|4|1|1
461,5,True,1,8,1,5|1|1|1|1|1|1|1|5|1
462,5,False,5,4,5,5|5|5|5|1|1|1|1|5|5
479,1,True,3,8,3,3|3|3|1|3|3|1|0|3|3
486,1,False,1,1,1,1|5|1|1|1|1|1|1|1|1
493,1,False,1,4,1,5|5|1|5|5|1|1|1|1|1
507,8,False,8,2,8,8|8|1|8|8|8|8|8|8|1
517,3,False,3,7,-1,3|5|2|2|3|1|3|5|5|2
522,4,True,2,10,2,2|2|2|2|2|2|2|2|2|2
534,5,False,5,2,5,5|1|5|5|5|5|5|5|5|1
536,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
560,2,False,2,1,2,2|2|2|2|2|2|2|2|9|2
587,8,True,6,10,6,6|6|6|6|6|6|6|6|6|6
593,5,True,1,8,1,1|1|1|5|1|1|5|1|1|1
594,9,False,9,6,-1,9|5|1|5|9|9|5|9|5|1
600,6,True,0,9,0,0|0|0|6|0|0|0|0|0|0
616,4,False,4,5,4,4|4|7|4|4|9|7|4|9|7
618,1,True,3,7,3,2|3|3|1|5|3|3|1|6|1
623,7,False,7,4,7,9|7|7|7|9|9|7|7|9|7
631,1,True,8,4,1,8|8|1|1|1|8|1|8|1|1
644,1,False,1,2,1,1|1|1|1|1|1|5|5|1|1
653,5,False,5,1,5,1|5|5|5|5|5|5|5|5|5
669,4,False,4,1,4,4|4|4|4|4|4|6|4|4|4
691,1,True,3,8,3,3|3|3|3|1|3|3|1|3|3
696,2,False,2,3,2,2|6|2|2|2|4|2|2|4|2
697,1,True,5,9,5,3|1|5|3|5|5|7|2|2|5
731,0,False,0,4,0,0|6|6|6|0|0|0|0|6|0
732,1,True,5,4,1,1|3|1|1|1|5|5|3|1|1
740,1,True,3,3,1,3|1|3|1|1|1|1|1|1|3
744,3,True,7,10,7,4|7|7|7|7|7|7|7|7|7
757,0,False,0,3,0,0|0|0|6|0|0|0|6|6|0
792,1,True,3,2,1,1|1|1|1|3|1|1|1|3|1
807,6,False,6,1,6,6|6|6|8|6|6|6|6|6|6
812,0,False,0,1,0,0|0|0|5|0|0|0|0|0|0
813,2,True,5,10,5,5|1|5|5|1|5|5|5|5|5
814,5,False,5,3,5,5|7|5|5|1|5|5|5|1|5
816,4,False,4,7,-1,4|1|0|6|0|4|4|0|1|7
