index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
3,3,False,3,6,0,3|3|0|0|0|3|0|3|0|0
5,2,False,2,2,2,8|2|2|2|2|2|2|4|2|2
10,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
18,4,True,6,10,6,6|6|2|6|6|6|6|6|6|2
20,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
41,3,True,7,10,7,7|7|7|7|7|7|7|7|7|7
43,5,False,5,1,5,5|5|5|5|5|7|5|5|5|5
51,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
75,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
79,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
83,1,True,7,10,7,7|7|7|7|7|7|7|7|7|7
106,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
133,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
146,2,True,1,10,1,1|1|1|3|1|1|1|1|1|1
149,0,False,0,1,0,0|0|0|0|6|0|0|0|0|0
170,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
172,5,False,5,1,5,5|5|5|5|7|5|5|5|5|5
174,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
182,0,False,0,7,8,0|8|0|8|8|8|0|5|8|8
184,6,False,6,5,6,6|9|6|6|6|8|2|6|8|8
187,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
191,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
208,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
210,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
215,3,False,3,10,1,1|6|4|0|4|6|1|4|1|1
220,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
235,6,False,6,5,6,6|4|2|6|6|4|0|6|6|0
238,4,False,4,3,4,4|4|4|2|6|4|4|4|4|2
250,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
266,2,False,2,1,2,2|2|2|2|2|2|2|4|2|2
270,7,False,7,1,7,7|7|7|7|5|7|7|7|7|7
272,4,True,0,10,0,0|0|0|0|0|0|0|0|0|0
276,3,True,2,10,2,2|2|2|2|2|2|2|2|2|2
278,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
281,2,False,2,1,2,6|2|2|2|2|2|2|2|2|2
295,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
303,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
304,5,True,0,10,0,0|0|0|0|0|0|0|0|0|0
308,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
317,9,False,9,8,7,9|5|7|2|7|7|5|5|7|9
339,4,False,4,10,-1,5|5|0|8|7|7|3|5|7|6
354,0,False,0,1,0,0|0|0|0|0|2|0|0|0|0
368,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
369,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
388,4,False,4,5,-1,4|2|4|2|2|4|4|4|2|2
394,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
400,0,True,2,10,2,2|2|2|2|2|2|2|6|2|2
401,2,True,5,10,5,5|5|5|5|7|5|5|5|5|5
407,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
420,8,False,8,3,8,8|8|6|8|8|7|8|6|8|8
421,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
427,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
449,2,False,2,3,2,2|2|2|6|2|2|2|0|2|3
512,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
518,3,True,7,10,7,7|7|7|7|7|7|7|7|7|7
527,6,False,6,4,6,2|2|6|6|6|6|6|0|6|2
547,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
557,8,True,4,10,4,4|4|4|4|4|4|4|4|4|4
558,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
560,6,False,6,1,6,6|6|6|6|6|4|6|6|6|6
565,4,True,0,10,0,0|0|0|0|0|1|0|0|0|0
569,7,False,7,1,7,7|7|7|5|7|7|7|7|7|7
574,2,False,2,6,4,4|4|4|2|2|4|4|2|2|3
580,2,False,2,2,2,2|2|2|6|2|2|2|4|2|2
592,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
594,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
596,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
603,6,True,4,9,4,2|2|4|6|2|4|4|4|4|4
606,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
614,3,True,5,10,5,5|5|5|5|7|5|5|5|5|5
618,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
621,8,False,8,1,8,8|3|8|8|8|8|8|8|8|8
630,8,False,8,2,8,8|2|8|8|8|8|8|6|8|8
649,3,False,3,6,4,3|3|4|3|4|4|4|4|4|3
651,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
673,3,False,3,5,3,3|3|0|3|2|8|5|3|3|1
685,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
725,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
726,4,False,4,7,8,8|8|4|9|8|8|4|4|8|0
735,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
749,2,False,2,3,2,2|2|4|6|2|6|2|2|2|2
756,3,False,3,3,3,1|1|3|3|3|0|3|3|3|3
773,6,False,6,10,8,8|8|8|8|8|8|8|8|8|8
775,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
778,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
786,4,True,6,5,4,2|4|6|6|4|4|4|6|6|4
788,4,False,4,8,6,4|1|6|6|6|4|1|3|3|6
789,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
792,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
796,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
797,6,False,6,4,6,0|6|0|6|6|0|6|0|6|6
798,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
