index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
19,71,False,71,1,71,71|71|71|71|71|71|71|23|71|71|71|71|71|71|71
87,77,False,77,0,77,77|77|77|77|77|77|77|77|77|77|77|77|77|77|77
107,69,False,69,1,69,69|69|69|69|69|69|69|69|69|69|56|69|69|69|69
109,84,False,84,15,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
118,20,False,20,1,20,20|20|20|20|20|20|20|20|40|20|20|20|20|20|20
120,34,False,34,4,34,34|34|38|38|34|34|34|34|38|34|34|34|34|38|34
138,76,False,76,15,69,69|69|69|69|69|69|69|69|69|56|69|69|69|56|56
157,79,False,79,3,79,7|79|79|7|7|79|79|79|79|79|79|79|79|79|79
166,31,True,39,15,39,39|39|39|39|39|39|39|39|39|39|39|39|39|39|39
171,72,False,72,15,18,73|44|60|44|91|55|78|18|18|55|18|55|91|95|18
182,24,True,31,15,31,31|31|31|31|31|31|31|31|31|31|31|31|31|31|31
204,49,False,49,0,49,49|49|49|49|49|49|49|49|49|49|49|49|49|49|49
238,29,False,29,1,29,29|29|29|29|29|29|29|29|45|29|29|29|29|29|29
253,51,False,51,6,51,80|80|51|51|51|51|3|94|63|51|74|51|51|51|51
264,34,False,34,13,43,36|34|43|43|65|80|80|43|43|36|2|34|77|36|80
267,46,False,46,14,87,87|65|65|84|84|84|87|46|87|84|87|84|87|87|87
278,19,False,19,0,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19
284,67,False,67,15,55,27|27|46|24|95|55|55|55|4|55|95|71|55|44|27
321,60,False,60,1,60,60|60|60|60|23|60|60|60|60|60|60|60|60|60|60
348,23,False,23,0,23,23|23|23|23|23|23|23|23|23|23|23|23|23|23|23
350,84,False,84,14,86,86|86|10|86|86|86|86|89|86|84|86|88|86|86|86
375,77,False,77,4,77,77|77|77|77|74|77|77|77|4|74|77|77|4|77|77
414,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
445,70,False,70,0,70,70|70|70|70|70|70|70|70|70|70|70|70|70|70|70
