index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
13,17,False,17,1,17,17|17|17|17|17|17|17|17|37|17|17|17|17|17|17
16,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8|8|8|8|8|8
32,47,False,47,3,47,47|47|47|52|52|47|47|47|47|47|52|47|47|47|47
51,14,False,14,3,14,14|14|14|14|14|14|88|45|14|14|14|14|70|14|14
73,89,False,89,4,89,89|89|89|58|89|89|58|89|41|89|89|89|41|89|89
93,69,False,69,0,69,69|69|69|69|69|69|69|69|69|69|69|69|69|69|69
104,61,False,61,4,61,22|22|61|61|22|61|22|61|61|61|61|61|61|61|61
115,33,False,33,6,33,33|19|33|33|82|33|33|82|43|33|33|31|33|33|82
132,87,False,87,1,87,22|87|87|87|87|87|87|87|87|87|87|87|87|87|87
142,35,False,35,12,-1,84|36|36|2|35|35|2|11|36|35|11|36|2|2|11
145,4,False,4,15,23,55|23|30|6|55|23|73|55|23|23|73|23|23|73|82
161,28,False,28,0,28,28|28|28|28|28|28|28|28|28|28|28|28|28|28|28
175,72,False,72,0,72,72|72|72|72|72|72|72|72|72|72|72|72|72|72|72
178,7,False,7,4,7,7|7|79|79|7|7|7|7|24|7|79|7|7|7|7
183,61,False,61,10,-1,53|36|34|5|36|61|61|22|36|10|36|61|61|61|36
224,19,False,19,8,19,15|19|15|19|15|19|15|15|19|15|19|19|19|31|31
237,40,False,40,0,40,40|40|40|40|40|40|40|40|40|40|40|40|40|40|40
240,13,False,13,2,13,13|13|13|13|13|13|13|13|13|13|13|13|13|89|89
268,66,False,66,12,43,64|88|66|66|43|66|88|43|43|88|43|97|43|4|88
283,60,True,57,14,57,57|57|57|57|57|57|57|60|57|57|57|57|57|57|57
288,6,False,6,15,82,82|82|62|82|82|62|82|82|82|82|82|82|82|82|62
315,28,False,28,13,-1,31|36|40|36|28|28|67|95|67|36|57|61|40|14|67
316,42,False,42,0,42,42|42|42|42|42|42|42|42|42|42|42|42|42|42|42
336,54,False,54,0,54,54|54|54|54|54|54|54|54|54|54|54|54|54|54|54
345,12,False,12,0,12,12|12|12|12|12|12|12|12|12|12|12|12|12|12|12
382,2,False,2,15,46,46|11|35|46|46|35|32|98|11|35|35|46|46|35|46
413,24,False,24,14,31,31|64|31|42|31|80|43|24|31|31|31|31|21|55|31
426,67,False,67,9,23,23|23|67|23|67|67|67|23|67|67|23|23|23|23|23
431,76,False,76,0,76,76|76|76|76|76|76|76|76|76|76|76|76|76|76|76
435,63,False,63,0,63,63|63|63|63|63|63|63|63|63|63|63|63|63|63|63
441,87,True,0,15,0,0|57|0|0|0|57|0|0|57|0|0|57|0|57|0
443,23,False,23,0,23,23|23|23|23|23|23|23|23|23|23|23|23|23|23|23
454,68,False,68,15,71,71|71|71|71|71|71|71|71|71|71|71|71|71|71|71
511,38,True,92,15,65,65|77|65|65|65|0|77|92|77|57|65|65|35|92|65
526,31,True,60,15,71,23|71|60|71|71|71|60|71|71|71|71|71|71|71|71
571,84,False,84,0,84,84|84|84|84|84|84|84|84|84|84|84|84|84|84|84
572,50,True,70,14,70,50|70|70|70|70|70|70|70|70|70|70|70|70|70|70
657,98,False,98,5,98,98|98|98|9|46|98|46|98|98|98|46|98|9|98|98
705,37,False,37,0,37,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37
713,94,True,51,15,51,51|51|51|51|51|51|38|51|51|50|51|51|51|51|51
718,27,False,27,12,8,8|8|48|8|27|48|27|8|9|27|8|48|8|8|8
719,21,True,62,15,62,62|62|62|62|62|62|62|62|62|62|62|92|62|62|62
743,70,False,70,0,70,70|70|70|70|70|70|70|70|70|70|70|70|70|70|70
767,42,True,98,15,98,98|11|98|98|98|98|2|98|98|11|2|98|98|11|98
775,76,False,76,0,76,76|76|76|76|76|76|76|76|76|76|76|76|76|76|76
777,75,False,75,0,75,75|75|75|75|75|75|75|75|75|75|75|75|75|75|75
799,14,False,14,15,-1,79|7|6|79|79|54|6|79|79|6|6|7|6|6|79
845,76,False,76,0,76,76|76|76|76|76|76|76|76|76|76|76|76|76|76|76
859,54,True,73,15,25,25|25|25|73|25|25|5|25|25|25|25|95|73|68|95
879,53,True,35,15,11,11|11|11|11|98|11|11|11|46|11|11|11|11|11|11
921,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8|8|8|8|8|8
929,98,False,98,1,98,98|98|98|98|98|98|98|98|98|98|98|98|98|98|2
938,51,True,24,15,79,40|24|24|79|79|79|79|79|79|79|24|79|79|24|24
976,54,False,54,0,54,54|54|54|54|54|54|54|54|54|54|54|54|54|54|54
979,84,False,84,15,10,24|10|10|10|40|22|22|22|10|10|10|22|10|10|22
1042,44,False,44,15,-1,7|14|7|7|14|4|4|79|7|74|74|6|74|79|74
1065,43,False,43,0,43,43|43|43|43|43|43|43|43|43|43|43|43|43|43|43
1084,12,False,12,0,12,12|12|12|12|12|12|12|12|12|12|12|12|12|12|12
1090,80,False,80,9,80,80|42|80|18|65|80|75|18|75|80|78|80|44|77|80
1102,54,False,54,0,54,54|54|54|54|54|54|54|54|54|54|54|54|54|54|54
1112,92,False,92,5,92,92|92|92|54|92|54|92|54|92|54|54|92|92|92|92
1113,38,False,38,0,38,38|38|38|38|38|38|38|38|38|38|38|38|38|38|38
1143,82,False,82,0,82,82|82|82|82|82|82|82|82|82|82|82|82|82|82|82
1154,89,False,89,6,89,29|89|48|89|89|89|89|89|48|48|89|48|89|89|48
1157,32,True,80,15,65,65|65|65|38|65|65|65|65|65|65|65|65|65|65|65
1172,15,False,15,0,15,15|15|15|15|15|15|15|15|15|15|15|15|15|15|15
1192,60,False,60,0,60,60|60|60|60|60|60|60|60|60|60|60|60|60|60|60
1200,43,True,87,12,87,43|87|87|87|43|87|87|87|87|87|87|43|87|87|87
1205,4,False,4,7,4,4|27|74|63|27|4|4|4|27|4|4|93|63|4|4
1213,99,True,5,14,-1,99|95|21|5|49|73|68|20|73|40|40|40|49|69|73
