index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
0,19,False,19,15,41,8|41|48|35|41|8|89|41|9|41|41|92|8|32|89
40,78,False,78,8,78,93|78|67|67|67|10|78|78|67|93|78|78|78|93|78
55,6,False,6,15,44,82|44|8|78|44|44|44|78|44|8|44|78|44|78|79
56,79,True,47,15,52,47|52|52|47|47|52|52|52|47|52|52|52|52|52|52
64,94,True,51,15,51,51|51|51|51|51|51|51|51|51|51|51|51|51|51|51
65,35,False,35,7,35,35|35|46|35|98|98|98|35|35|35|98|98|98|35|35
85,42,False,42,13,97,38|42|88|97|88|38|97|88|38|97|97|42|97|38|97
129,64,False,64,11,64,27|64|14|50|63|21|88|27|64|64|50|64|72|77|14
131,79,True,96,15,47,96|96|47|47|47|47|47|47|47|47|47|47|47|47|47
133,30,False,30,0,30,30|30|30|30|30|30|30|30|30|30|30|30|30|30|30
134,20,False,20,15,25,84|25|5|25|5|84|40|25|84|25|40|25|84|25|5
146,99,False,99,11,78,78|78|78|78|99|78|78|78|99|78|78|78|99|78|99
152,48,False,48,0,48,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48
190,46,False,46,11,-1,9|98|46|98|46|98|9|46|98|46|9|76|9|11|11
194,9,True,74,15,74,74|74|74|74|74|74|74|74|74|74|74|74|74|74|74
202,2,False,2,2,2,2|2|2|2|2|36|2|2|2|2|2|2|2|2|36
208,78,True,49,15,49,49|49|49|49|49|49|49|49|49|49|49|49|49|49|49
214,36,False,36,0,36,36|36|36|36|36|36|36|36|36|36|36|36|36|36|36
221,62,False,62,0,62,62|62|62|62|62|62|62|62|62|62|62|62|62|62|62
235,21,False,21,4,21,3|21|21|60|21|21|21|72|21|21|21|21|21|21|20
239,22,False,22,12,10,10|10|10|10|10|10|61|10|61|22|22|10|22|10|91
243,69,True,38,15,38,38|38|74|38|74|38|38|38|38|74|74|38|38|38|74
261,71,True,95,15,95,95|95|95|95|95|95|55|95|95|95|95|95|95|95|95
277,56,False,56,0,56,56|56|56|56|56|56|56|56|56|56|56|56|56|56|56
293,11,True,80,15,80,80|80|80|80|34|80|34|80|80|80|34|80|34|34|34
301,32,True,99,15,99,99|99|99|99|99|99|99|99|99|99|99|99|99|99|99
309,7,False,7,12,24,24|24|7|24|24|24|24|24|24|7|24|24|24|7|24
313,91,False,91,9,27,91|27|91|27|27|27|91|91|91|27|27|27|27|91|27
346,73,False,73,10,30,30|73|30|93|30|93|73|30|67|73|30|73|73|30|30
384,24,True,89,15,89,89|89|89|89|89|89|89|89|89|89|89|41|89|89|89
388,20,False,20,1,20,34|20|20|20|20|20|20|20|20|20|20|20|20|20|20
389,4,False,4,1,4,4|4|4|74|4|4|4|4|4|4|4|4|4|4|4
406,59,False,59,0,59,59|59|59|59|59|59|59|59|59|59|59|59|59|59|59
409,5,False,5,13,85,5|5|40|9|85|37|85|87|26|85|85|85|40|40|40
421,68,True,13,15,13,13|13|13|13|13|13|13|90|13|13|13|13|13|13|13
425,56,False,56,0,56,56|56|56|56|56|56|56|56|56|56|56|56|56|56|56
428,97,False,97,13,79,97|76|97|79|65|66|79|54|8|65|55|80|64|79|72
437,18,False,18,7,18,18|27|91|18|69|90|18|27|9|18|18|18|18|18|90
449,91,False,91,0,91,91|91|91|91|91|91|91|91|91|91|91|91|91|91|91
470,44,False,44,4,44,44|44|44|44|34|34|44|29|44|29|44|44|44|44|44
471,56,False,56,0,56,56|56|56|56|56|56|56|56|56|56|56|56|56|56|56
476,38,False,38,8,38,38|42|38|33|33|80|66|65|38|38|42|38|38|42|38
497,83,False,83,3,83,83|51|83|83|83|76|83|62|83|83|83|83|83|83|83
507,14,False,14,0,14,14|14|14|14|14|14|14|14|14|14|14|14|14|14|14
513,57,False,57,2,57,57|57|57|83|57|57|57|57|57|53|57|57|57|57|57
528,60,True,57,15,57,57|83|57|83|57|83|57|83|57|83|83|57|57|83|57
537,10,True,63,15,4,63|4|4|4|4|4|4|4|4|4|4|4|4|4|4
541,60,False,60,0,60,60|60|60|60|60|60|60|60|60|60|60|60|60|60|60
566,13,True,37,15,37,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37
584,90,False,90,7,90,89|89|90|85|90|90|90|17|90|90|90|89|89|89|90
620,5,False,5,15,13,13|13|13|13|81|13|13|13|13|13|13|13|13|13|13
642,45,False,45,14,-1,19|78|51|15|26|4|14|75|80|26|45|19|80|14|4
645,65,False,65,10,65,65|87|22|87|75|15|19|3|3|3|65|65|65|65|43
661,44,False,44,15,99,99|99|99|99|99|99|99|99|99|99|99|99|99|99|99
682,48,False,48,0,48,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48
703,25,False,25,3,25,5|25|25|5|25|25|5|25|25|25|25|25|25|25|25
717,68,False,68,0,68,68|68|68|68|68|68|68|68|68|68|68|68|68|68|68
731,59,False,59,12,69,59|33|56|92|56|69|59|69|69|59|69|40|12|56|69
757,93,False,93,15,67,67|67|67|67|67|67|67|54|67|67|67|67|67|67|67
766,5,False,5,12,20,20|20|20|20|5|20|20|20|5|20|20|5|20|20|20
769,78,False,78,1,78,78|78|78|78|78|78|78|78|78|99|78|78|78|78|78
789,89,True,0,15,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
802,65,False,65,7,65,21|65|65|32|97|65|65|31|64|65|64|65|65|46|65
817,45,False,45,13,79,3|24|79|72|79|89|79|45|8|89|41|45|26|24|85
819,33,False,33,12,81,81|84|27|33|81|81|33|81|81|81|81|81|12|81|33
824,72,False,72,15,-1,95|95|95|55|55|55|55|55|95|95|55|55|95|91|95
837,62,False,62,0,62,62|62|62|62|62|62|62|62|62|62|62|62|62|62|62
850,41,False,41,0,41,41|41|41|41|41|41|41|41|41|41|41|41|41|41|41
870,41,True,19,15,21,3|72|21|21|21|80|21|21|21|21|19|21|21|21|31
885,46,False,46,1,46,46|46|46|32|46|46|46|46|46|46|46|46|46|46|46
886,97,False,97,5,97,80|97|97|97|97|38|38|97|97|34|97|34|97|97|97
889,10,False,10,0,10,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10
894,95,False,95,8,73,95|73|73|95|95|73|95|73|95|73|95|73|73|95|73
960,1,False,1,1,1,1|1|1|1|1|1|1|1|1|1|1|1|1|1|41
964,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8|8|8|8|8|8
981,14,True,88,15,88,45|88|88|88|88|88|88|88|88|88|88|88|88|88|88
1037,78,False,78,4,78,78|78|78|78|78|80|99|31|78|78|78|78|78|33|78
1077,14,False,14,15,62,62|62|62|62|62|62|62|62|62|62|62|62|62|62|62
1078,46,False,46,12,98,98|98|98|98|98|98|98|46|98|35|46|11|98|46|35
1083,86,False,86,4,86,87|86|86|86|86|86|87|86|86|86|86|86|86|87|87
1096,9,True,74,15,74,74|4|50|50|74|55|55|67|74|39|24|65|50|74|55
1104,54,False,54,0,54,54|54|54|54|54|54|54|54|54|54|54|54|54|54|54
1132,48,False,48,0,48,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48
1151,93,False,93,1,93,93|93|93|93|93|93|93|93|93|93|93|93|73|93|93
1215,64,True,88,15,8,8|8|89|89|8|8|8|48|48|85|89|8|89|24|42
1222,45,False,45,14,96,96|96|96|96|96|47|96|96|59|96|96|45|96|56|33
1226,52,False,52,0,52,52|52|52|52|52|52|52|52|52|52|52|52|52|52|52
1237,99,True,59,15,59,59|59|59|59|59|59|59|59|59|59|59|59|59|59|59
1238,0,False,0,1,0,0|0|0|0|0|83|0|0|0|0|0|0|0|0|0
1241,92,True,81,15,81,81|81|90|81|90|81|37|81|90|81|81|81|81|81|81
1250,45,False,45,0,45,45|45|45|45|45|45|45|45|45|45|45|45|45|45|45
1256,43,True,41,15,41,41|41|41|41|41|41|41|41|41|41|41|41|41|41|41
1263,26,False,26,15,-1,44|6|36|14|98|98|65|18|64|66|63|18|15|43|15
1273,86,True,18,15,18,18|18|18|18|18|18|18|18|18|18|18|18|18|18|18
1287,13,False,13,3,13,13|13|13|13|13|13|13|81|81|13|13|81|13|13|13
1293,28,False,28,0,28,28|28|28|28|28|28|28|28|28|28|28|28|28|28|28
1339,63,False,63,4,63,63|20|63|63|63|20|63|63|20|63|63|63|20|63|63
1340,15,True,25,15,20,20|93|20|29|20|39|20|20|20|18|20|20|20|20|20
1348,51,True,24,15,24,24|24|24|24|24|24|24|24|24|24|24|24|24|24|24
1350,3,False,3,1,3,3|3|3|3|3|3|3|3|3|3|3|3|3|43|3
1376,64,False,64,15,16,16|16|16|16|16|16|16|16|16|41|16|16|16|16|16
1377,20,False,20,0,20,20|20|20|20|20|20|20|20|20|20|20|20|20|20|20
1384,12,False,12,0,12,12|12|12|12|12|12|12|12|12|12|12|12|12|12|12
1398,85,False,85,15,69,12|56|73|69|12|69|95|69|69|69|40|69|69|40|73
1412,81,False,81,14,17,17|17|17|17|17|17|17|17|17|81|17|17|37|37|17
1431,35,True,52,15,52,52|52|52|52|52|47|52|52|52|52|52|52|52|52|52
1432,71,False,71,0,71,71|71|71|71|71|71|71|71|71|71|71|71|71|71|71
