index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
1,29,False,29,0,29,29|29|29|29|29|29|29|29|29|29|29|29|29|29|29
12,82,False,82,0,82,82|82|82|82|82|82|82|82|82|82|82|82|82|82|82
21,20,True,59,15,59,59|59|59|59|59|47|59|59|23|96|59|59|59|59|59
22,70,False,70,8,26,70|26|70|70|70|70|26|26|26|70|26|26|70|26|26
24,59,False,59,11,56,56|56|56|59|56|59|56|56|59|56|56|56|56|56|59
37,11,False,11,15,98,2|98|98|98|2|98|55|35|2|2|98|2|98|35|98
45,76,False,76,3,76,76|6|76|6|76|76|76|6|76|76|76|76|76|76|76
49,78,False,78,14,8,8|8|8|8|8|78|8|8|8|8|8|8|8|8|8
57,20,False,20,0,20,20|20|20|20|20|20|20|20|20|20|20|20|20|20|20
75,18,False,18,12,98,98|80|2|80|50|18|98|78|65|98|80|98|18|18|98
90,46,False,46,0,46,46|46|46|46|46|46|46|46|46|46|46|46|46|46|46
113,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4
122,46,False,46,8,46,11|46|46|11|46|98|46|45|46|46|21|46|98|98|35
123,53,False,53,5,53,53|53|53|53|53|53|10|2|87|53|53|53|57|10|53
155,29,False,29,11,56,45|26|56|45|56|29|29|56|34|56|29|56|45|29|6
160,64,False,64,0,64,64|64|64|64|64|64|64|64|64|64|64|64|64|64|64
172,21,False,21,1,21,21|21|21|21|21|21|21|21|60|21|21|21|21|21|21
191,67,False,67,0,67,67|67|67|67|67|67|67|67|67|67|67|67|67|67|67
201,73,False,73,8,30,30|73|30|73|73|30|30|73|30|30|73|30|30|73|73
232,19,True,79,15,79,79|79|6|24|7|79|24|24|7|6|79|79|24|6|79
246,54,False,54,0,54,54|54|54|54|54|54|54|54|54|54|54|54|54|54|54
247,0,True,65,15,80,80|88|18|88|80|80|18|51|80|80|88|18|34|79|80
249,40,False,40,1,40,40|40|39|40|40|40|40|40|40|40|40|40|40|40|40
266,18,False,18,0,18,18|18|18|18|18|18|18|18|18|18|18|18|18|18|18
289,84,False,84,0,84,84|84|84|84|84|84|84|84|84|84|84|84|84|84|84
300,60,False,60,8,23,23|23|23|60|23|60|60|23|60|23|23|60|60|23|60
306,31,False,31,15,96,37|81|17|17|59|33|17|81|33|33|96|96|59|96|96
332,87,False,87,7,87,87|87|9|87|40|46|87|9|16|87|87|87|9|40|87
361,80,False,80,3,80,80|80|80|80|80|55|80|80|80|80|80|27|4|80|80
380,55,False,55,11,-1,66|66|64|55|64|64|97|55|80|72|55|21|97|64|55
395,3,False,3,13,65,38|65|3|4|65|42|33|65|3|38|88|65|80|63|33
