index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
5,86,False,86,12,22,22|86|86|99|16|22|22|99|22|86|22|61|61|22|78
48,35,True,89,15,58,58|58|58|58|58|58|58|58|58|13|58|58|58|58|58
50,73,False,73,2,73,73|73|73|73|30|73|73|73|73|73|73|73|73|73|30
74,36,False,36,0,36,36|36|36|36|36|36|36|36|36|36|36|36|36|36|36
91,31,True,15,15,72,77|67|72|93|72|7|77|62|72|24|24|72|80|74|32
102,4,False,4,12,55,55|31|77|74|55|55|30|4|50|55|74|4|72|4|74
110,59,False,59,6,59,17|59|59|59|17|59|59|17|59|59|59|59|49|17|17
114,11,False,11,10,11,87|11|84|46|35|11|11|11|87|35|42|12|98|11|13
144,40,False,40,0,40,40|40|40|40|40|40|40|40|40|40|40|40|40|40|40
147,63,False,63,13,4,4|4|93|63|4|93|93|4|64|4|50|93|4|63|93
156,39,False,39,0,39,39|39|39|39|39|39|39|39|39|39|39|39|39|39|39
169,64,True,66,15,66,66|66|66|66|66|66|66|66|66|66|66|66|66|66|66
176,0,False,0,1,0,0|0|0|0|0|0|0|0|0|0|0|87|0|0|0
180,19,False,19,0,19,19|19|19|19|19|19|19|19|19|19|19|19|19|19|19
203,4,True,46,15,46,46|46|46|46|46|46|46|46|46|46|46|46|46|46|46
255,23,False,23,3,23,71|23|23|23|23|23|23|23|23|23|71|23|23|71|23
285,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5
318,82,False,82,0,82,82|82|82|82|82|82|82|82|82|82|82|82|82|82|82
324,82,False,82,2,82,82|6|82|82|82|18|82|82|82|82|82|82|82|82|82
359,60,False,60,0,60,60|60|60|60|60|60|60|60|60|60|60|60|60|60|60
368,15,False,15,0,15,15|15|15|15|15|15|15|15|15|15|15|15|15|15|15
374,43,True,87,15,87,87|87|87|87|87|9|87|16|5|87|87|87|87|87|87
390,48,False,48,0,48,48|48|48|48|48|48|48|48|48|48|48|48|48|48|48
394,18,True,67,15,67,62|67|67|67|67|82|67|67|67|82|67|82|67|67|67
404,58,False,58,7,58,58|13|13|58|13|70|58|13|58|13|13|58|58|58|58
415,10,True,68,10,68,68|10|10|10|68|68|68|10|68|68|68|68|68|10|68
420,7,False,7,8,24,24|24|24|24|24|7|7|7|7|24|7|24|7|24|7
430,36,True,19,15,19,97|19|19|19|19|19|19|19|19|19|19|19|19|19|19
451,58,False,58,0,58,58|58|58|58|58|58|58|58|58|58|58|58|58|58|58
473,61,False,61,0,61,61|61|61|61|61|61|61|61|61|61|61|61|61|61|61
479,78,True,49,15,49,12|49|17|33|17|49|17|49|49|49|17|49|49|12|49
520,31,False,31,13,29,31|29|80|29|29|80|29|29|29|29|29|31|29|29|29
568,71,False,71,0,71,71|71|71|71|71|71|71|71|71|71|71|71|71|71|71
632,22,False,22,7,22,83|22|83|83|70|22|10|22|22|22|22|22|50|43|22
656,73,False,73,15,93,93|93|93|56|93|59|93|93|12|29|59|93|93|59|93
673,92,True,81,15,81,81|81|81|81|81|13|81|81|81|81|81|81|13|81|81
679,3,False,3,3,3,3|3|3|3|63|3|3|3|3|3|3|4|3|3|72
688,25,False,25,6,25,39|25|25|25|25|25|39|25|25|39|25|39|25|20|18
725,6,True,55,15,4,4|4|55|4|55|4|72|55|50|4|4|4|50|55|31
730,93,False,93,1,93,93|93|44|93|93|93|93|93|93|93|93|93|93|93|93
778,31,True,27,15,27,27|27|27|27|27|27|27|27|27|27|27|27|27|27|27
798,89,False,89,8,48,89|48|89|48|89|89|48|89|48|89|48|48|48|48|89
808,42,False,42,0,42,42|42|42|42|42|42|42|42|42|42|42|42|42|42|42
821,26,False,26,15,29,63|88|4|14|29|29|29|72|65|29|29|29|29|4|63
828,46,False,46,9,-1,32|32|46|46|98|46|46|98|98|98|98|32|46|98|46
876,15,False,15,3,15,38|15|15|15|15|29|15|15|15|15|15|15|15|15|91
895,68,False,68,0,68,68|68|68|68|68|68|68|68|68|68|68|68|68|68|68
906,12,True,29,15,4,50|4|4|50|4|50|21|4|26|45|50|29|4|4|29
917,31,False,31,0,31,31|31|31|31|31|31|31|31|31|31|31|31|31|31|31
925,55,True,94,15,94,94|94|94|94|94|94|94|94|94|94|94|94|94|66|94
935,39,True,85,15,85,85|85|85|85|85|85|85|85|85|85|85|85|85|85|85
939,3,False,3,15,55,55|19|72|80|55|55|55|55|55|55|80|77|80|4|80
940,11,False,11,2,11,11|48|11|11|35|11|11|11|11|11|11|11|11|11|11
968,98,False,98,13,11,98|11|11|35|35|46|11|98|11|35|35|11|35|46|11
986,51,False,51,2,51,40|51|51|51|51|51|51|84|51|51|51|51|51|51|51
1010,32,False,32,5,32,40|90|32|32|32|32|41|32|69|32|98|32|32|32|32
1023,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8|8|8|8|8|8
1033,84,False,84,1,84,84|84|84|84|84|84|84|84|84|84|20|84|84|84|84
1072,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
1080,37,False,37,0,37,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37
1089,24,False,24,0,24,24|24|24|24|24|24|24|24|24|24|24|24|24|24|24
1131,26,False,26,15,7,7|67|7|7|7|7|7|74|6|7|7|7|7|6|6
1147,49,False,49,5,49,33|49|33|49|49|49|49|49|17|49|33|49|49|17|49
1169,63,False,63,9,36,36|72|36|36|63|36|63|36|63|63|63|63|76|36|36
1180,4,False,4,12,-1,21|93|27|55|27|93|30|93|4|93|27|4|4|72|27
1190,87,False,87,8,87,87|86|87|87|89|87|87|89|5|20|5|87|87|86|16
1201,75,True,6,15,6,6|6|6|6|6|6|6|6|6|6|6|6|6|6|6
1214,30,False,30,0,30,30|30|30|30|30|30|30|30|30|30|30|30|30|30|30
1245,68,False,68,0,68,68|68|68|68|68|68|68|68|68|68|68|68|68|68|68
1247,67,False,67,4,67,67|67|76|67|67|67|67|67|67|67|67|49|67|49|49
1259,70,False,70,13,62,92|92|62|62|70|62|70|92|62|62|62|62|62|92|92
1260,37,False,37,13,17,13|33|33|17|17|37|33|17|17|76|37|17|17|17|33
1280,60,True,21,15,21,3|21|21|21|21|3|21|3|3|3|3|21|21|21|21
1312,86,False,86,13,-1,22|65|86|51|22|51|65|57|28|7|28|86|28|22|51
1313,65,False,65,0,65,65|65|65|65|65|65|65|65|65|65|65|65|65|65|65
1374,44,False,44,8,44,18|93|77|27|44|32|18|44|44|44|44|44|60|44|27
1391,95,False,95,0,95,95|95|95|95|95|95|95|95|95|95|95|95|95|95|95
1396,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
1401,15,False,15,8,15,15|15|31|15|15|4|15|4|24|31|21|3|15|15|38
1427,53,False,53,0,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
1428,66,False,66,10,38,97|66|66|38|38|38|38|38|50|38|38|66|97|66|66
1433,17,False,17,0,17,17|17|17|17|17|17|17|17|17|17|17|17|17|17|17
1436,31,False,31,15,3,3|3|3|3|3|3|3|3|3|3|19|4|3|19|3
1441,69,True,5,15,5,5|5|5|99|5|5|5|5|71|5|5|5|5|5|99
1443,96,True,45,15,-1,74|74|4|4|74|4|93|74|26|72|74|4|4|74|4
1459,64,False,64,0,64,64|64|64|64|64|64|64|64|64|64|64|64|64|64|64
1528,0,True,51,15,51,51|51|51|51|51|51|51|51|51|51|51|51|51|51|51
1529,51,True,56,15,-1,12|22|8|35|40|35|56|56|76|9|32|40|26|78|32
1566,1,True,61,15,61,61|61|61|61|61|61|61|22|61|61|22|61|61|61|61
1591,49,False,49,0,49,49|49|49|49|49|49|49|49|49|49|49|49|49|49|49
1622,63,True,33,15,33,33|33|33|33|33|33|33|33|33|33|33|33|33|33|33
1639,50,False,50,3,50,50|50|50|77|50|74|74|50|50|50|50|50|50|50|50
1644,48,False,48,1,48,48|48|48|48|48|48|48|48|58|48|48|48|48|48|48
