index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
7,28,False,28,0,28,28|28|28|28|28|28|28|28|28|28|28|28|28|28|28
15,39,False,39,3,39,9|9|39|39|39|39|39|39|39|39|39|39|9|39|39
18,80,False,80,1,80,80|80|80|80|80|80|80|80|80|34|80|80|80|80|80
70,92,False,92,0,92,92|92|92|92|92|92|92|92|92|92|92|92|92|92|92
112,66,True,94,15,94,94|94|94|94|94|94|94|94|94|94|94|94|94|94|94
149,2,True,53,15,53,53|53|53|53|53|53|53|53|53|53|53|53|53|53|53
181,48,True,11,15,2,2|2|2|11|2|11|2|2|2|11|11|2|11|2|11
185,45,False,45,0,45,45|45|45|45|45|45|45|45|45|45|45|45|45|45|45
215,60,True,21,15,31,7|31|31|66|31|3|31|29|31|31|66|31|21|29|34
219,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8|8|8|8|8|8
256,5,True,23,15,23,23|23|71|23|23|23|69|23|23|23|23|23|23|23|23
259,46,False,46,13,32,55|32|32|32|27|46|32|32|32|80|32|32|3|46|15
273,11,False,11,15,46,46|46|46|46|46|98|87|98|98|46|46|46|46|46|46
276,90,False,90,3,90,90|90|90|90|90|90|89|90|90|89|90|89|90|90|90
310,20,True,43,15,88,88|88|88|43|88|43|88|43|43|88|88|88|43|43|43
314,72,True,82,15,82,83|99|82|82|70|82|82|82|82|82|92|82|53|82|82
329,75,False,75,0,75,75|75|75|75|75|75|75|75|75|75|75|75|75|75|75
340,80,False,80,1,80,80|34|80|80|80|80|80|80|80|80|80|80|80|80|80
344,43,False,43,13,29,29|29|80|4|55|43|94|50|4|34|74|97|29|43|34
352,62,False,62,0,62,62|62|62|62|62|62|62|62|62|62|62|62|62|62|62
356,61,True,36,15,36,50|36|50|50|36|50|36|36|36|36|36|36|50|50|36
372,91,False,91,0,91,91|91|91|91|91|91|91|91|91|91|91|91|91|91|91
378,58,False,58,1,58,58|58|58|58|58|58|58|58|58|58|58|58|13|58|58
386,3,False,3,15,80,34|80|80|80|80|34|80|80|80|80|34|80|34|80|80
393,80,True,7,15,7,7|79|48|79|7|79|7|8|8|7|7|45|79|79|7
396,65,False,65,8,65,97|65|42|65|79|65|8|65|42|65|8|34|65|65|38
412,21,False,21,0,21,21|21|21|21|21|21|21|21|21|21|21|21|21|21|21
427,95,True,13,15,13,13|58|13|39|13|13|13|40|25|58|13|13|39|13|13
442,56,False,56,0,56,56|56|56|56|56|56|56|56|56|56|56|56|56|56|56
452,89,True,90,15,90,90|90|90|90|90|12|90|90|17|90|81|37|90|90|12
462,97,True,60,15,60,17|81|25|17|25|60|60|60|5|60|60|17|60|60|37
465,58,False,58,0,58,58|58|58|58|58|58|58|58|58|58|58|58|58|58|58
512,19,True,33,15,52,33|52|47|59|33|59|59|96|52|96|52|33|52|96|74
518,85,False,85,7,85,41|85|85|85|27|85|85|85|41|41|85|41|38|41|85
530,97,False,97,3,97,97|26|29|97|97|97|97|97|44|97|97|97|97|97|97
539,77,False,77,15,3,55|3|3|55|55|3|55|19|3|3|3|3|3|27|69
549,32,False,32,5,32,51|32|51|32|32|32|93|32|32|51|32|32|32|51|32
553,41,False,41,3,41,41|41|48|41|41|41|48|41|48|41|41|41|41|41|41
577,31,False,31,13,80,38|80|21|11|80|31|15|21|97|80|19|46|31|11|19
587,0,False,0,14,57,57|57|57|57|57|57|57|57|57|53|0|57|57|57|57
602,52,False,52,12,96,52|96|47|96|96|52|96|96|96|96|52|96|96|96|96
607,54,False,54,14,70,70|47|70|70|82|70|82|47|70|70|70|54|47|70|47
