index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
5,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
6,2,False,2,1,2,2|2|7|2|2|2|2|2|2|2
7,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
11,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
14,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
21,3,False,3,6,-1,5|3|6|5|6|3|3|5|3|5
50,9,False,9,3,9,9|9|8|9|9|0|0|9|9|9
57,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
58,4,False,4,2,4,4|7|4|7|4|4|4|4|4|4
106,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
113,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
115,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
121,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
129,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
131,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
141,3,False,3,9,6,3|6|6|6|6|6|6|6|6|6
162,4,False,4,2,4,4|4|4|4|4|7|4|4|4|2
174,3,False,3,3,3,3|5|5|3|3|3|3|3|3|6
177,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
193,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
215,5,False,5,1,5,5|5|5|5|5|5|3|5|5|5
216,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
224,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
229,3,False,3,6,5,3|5|5|3|3|5|3|5|5|5
242,6,False,6,6,2,2|6|2|6|2|2|6|6|2|2
244,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
262,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
270,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
271,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
282,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
306,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
312,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
314,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
316,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
318,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
321,7,False,7,2,7,7|2|7|2|7|7|7|7|7|7
331,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
381,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
389,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
415,0,False,0,6,9,0|9|9|9|0|9|9|0|0|9
425,2,False,2,4,2,2|0|0|2|2|2|2|0|0|2
427,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
446,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
455,2,True,0,9,0,0|0|0|0|0|0|0|0|2|0
462,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
469,2,True,7,10,5,5|7|7|5|7|5|5|5|5|7
471,5,False,5,4,5,2|7|5|5|2|3|5|5|5|5
482,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
497,0,False,0,1,0,0|0|0|0|0|0|0|0|0|4
499,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
502,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
504,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
506,1,False,1,1,1,1|1|1|1|1|1|1|1|8|1
517,5,True,3,10,2,2|3|2|2|3|3|2|2|3|2
528,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
539,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
570,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
581,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
588,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
642,4,False,4,8,2,2|2|2|2|4|2|2|4|2|2
649,0,True,2,10,6,6|6|6|6|6|3|3|6|6|6
650,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
672,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
673,4,True,2,1,4,4|4|4|7|4|4|4|4|4|4
675,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
678,3,False,3,3,3,6|3|3|3|3|4|3|3|4|3
685,2,True,3,10,3,3|3|3|3|3|3|3|3|3|3
687,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
714,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
729,5,False,5,10,7,7|7|7|7|7|7|7|7|7|7
747,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
754,7,False,7,1,7,7|7|7|7|7|7|5|7|7|7
773,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
774,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
790,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
803,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
814,2,True,5,10,5,5|5|5|5|5|5|5|5|5|5
820,2,False,2,10,6,3|6|6|6|6|6|3|3|6|3
824,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
826,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
831,4,False,4,1,4,4|7|4|4|4|4|4|4|4|4
844,4,False,4,2,4,7|4|4|4|4|4|4|4|7|4
848,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
860,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
875,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
878,8,True,3,10,3,3|3|3|5|3|3|3|3|3|3
895,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
896,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
908,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
914,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
924,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
936,1,False,1,3,1,1|1|9|1|1|1|9|9|1|1
937,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
962,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
966,5,True,4,9,4,4|4|4|4|5|4|4|4|4|4
980,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
995,3,False,3,4,3,3|3|6|3|5|5|3|5|3|3
1000,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
1010,3,False,3,10,7,7|7|7|7|7|7|7|7|7|7
1016,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
1018,4,False,4,2,4,7|4|4|4|4|4|4|4|4|5
1026,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
1029,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
1055,3,False,3,10,4,4|4|4|2|2|4|4|4|4|2
1080,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
1083,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
1085,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
1100,3,False,3,9,5,3|4|5|6|5|5|6|5|5|6
1104,3,False,3,9,2,2|2|1|5|5|2|2|3|5|1
1108,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
1113,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
