index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
18,2,False,2,7,-1,9|9|2|1|6|2|6|6|9|2
31,5,True,9,3,5,9|5|5|5|9|5|5|5|9|5
44,2,True,1,9,1,1|1|1|1|1|1|1|1|2|1
46,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
54,0,True,2,10,2,2|2|2|2|1|2|1|2|2|2
57,2,False,2,2,2,2|4|2|2|0|2|2|2|2|2
58,4,False,4,9,1,1|4|1|1|5|1|1|1|2|2
71,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
88,9,False,9,3,9,9|9|9|5|9|5|5|9|9|9
97,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
105,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
111,1,True,8,7,8,8|8|8|8|1|8|8|1|8|1
113,9,True,7,9,7,1|7|7|7|9|7|1|1|7|2
114,9,True,7,10,7,7|7|7|7|5|7|1|7|7|7
115,0,False,0,4,0,6|0|6|0|0|6|6|0|0|0
116,6,True,0,3,6,1|6|6|6|0|6|1|6|6|6
121,2,False,2,9,1,1|9|4|2|1|1|1|1|9|9
133,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
135,1,True,8,4,1,1|8|1|8|1|8|1|1|8|1
184,1,False,1,1,1,1|1|1|1|5|1|1|1|1|1
190,8,False,8,10,1,6|6|1|1|0|1|1|1|1|1
213,0,False,0,8,6,6|6|6|6|0|6|0|6|6|6
214,5,True,9,6,9,9|0|9|5|9|5|5|9|5|9
215,8,True,5,10,-1,1|1|1|5|5|5|1|5|5|1
219,5,True,9,3,5,9|9|5|5|5|5|5|9|5|5
221,8,False,8,9,1,1|1|1|1|1|8|1|1|1|1
233,0,False,0,6,-1,1|0|6|1|0|1|0|1|6|0
250,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
258,1,True,3,1,1,1|1|1|1|5|1|1|1|1|1
298,6,False,6,9,1,3|1|6|1|5|1|5|1|7|1
307,9,False,9,8,1,9|1|1|9|5|1|1|1|1|5
327,6,False,6,2,6,6|8|6|6|6|6|6|6|8|6
348,0,False,0,1,0,0|0|0|0|0|6|0|0|0|0
375,1,False,1,1,1,5|1|1|1|1|1|1|1|1|1
380,5,False,5,1,5,5|5|1|5|5|5|5|5|5|5
405,6,True,0,8,0,0|6|0|0|0|6|0|0|0|0
414,4,False,4,5,4,4|4|2|4|1|1|1|4|4|1
423,2,False,2,7,1,2|9|9|2|1|1|1|5|2|1
427,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
435,1,True,4,1,1,1|5|1|1|1|1|1|1|1|1
436,6,True,0,7,0,6|6|0|0|0|6|1|0|0|0
438,5,True,9,8,9,9|9|9|5|9|5|9|9|9|9
447,4,False,4,10,1,1|9|1|1|1|1|1|2|2|1
448,0,False,0,10,-1,8|8|8|1|1|1|8|1|8|1
458,4,False,4,10,1,1|1|1|1|1|1|1|1|1|1
459,8,False,8,10,0,0|1|6|0|0|1|0|0|0|1
469,4,True,7,10,5,7|7|1|5|5|7|5|5|7|5
475,8,False,8,9,1,1|1|1|8|1|1|1|1|1|1
479,1,True,3,2,1,1|1|3|1|5|1|1|1|1|1
494,1,True,3,4,1,3|3|1|1|5|1|9|1|1|1
549,1,True,4,3,1,1|1|2|4|1|1|1|4|1|1
556,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
575,7,False,7,4,7,1|7|7|7|1|1|7|1|7|7
594,5,True,9,8,9,9|9|9|9|9|5|9|9|1|5
595,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
599,1,False,1,1,1,1|1|1|1|1|1|5|1|1|1
612,5,True,9,9,1,5|1|1|1|1|1|1|1|1|1
621,1,True,4,9,2,2|2|2|9|2|2|2|2|2|1
