index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
4,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
20,1,True,4,10,4,4|4|4|4|4|4|4|4|4|4
57,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
70,5,False,5,3,5,5|2|5|5|2|5|6|5|5|5
75,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
81,5,False,5,4,5,3|5|5|3|5|3|1|5|5|5
94,5,True,1,10,1,1|1|1|1|1|1|1|1|1|1
96,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
101,3,False,3,2,3,3|3|3|3|3|3|3|3|1|1
103,6,False,6,2,6,6|1|6|6|6|1|6|6|6|6
121,2,False,2,6,-1,4|2|4|1|2|4|2|1|4|2
122,5,True,9,10,9,9|9|9|9|9|9|9|9|9|9
125,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
139,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
145,4,False,4,1,4,4|4|4|1|4|4|4|4|4|4
151,6,False,6,9,3,3|3|3|5|5|3|3|3|3|6
154,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
179,6,True,0,10,4,4|4|3|4|4|2|2|7|3|1
180,4,False,4,2,4,4|4|4|4|2|4|4|2|4|4
183,5,False,5,3,5,5|5|5|2|5|1|1|5|5|5
189,0,False,0,9,5,5|5|1|0|5|5|5|2|1|1
222,8,False,8,2,8,1|1|8|8|8|8|8|8|8|8
224,7,True,6,10,6,6|6|6|6|6|6|6|6|6|6
254,4,False,4,1,4,4|4|4|1|4|4|4|4|4|4
278,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
294,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
299,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
303,2,False,2,10,0,6|0|0|1|5|0|0|1|3|0
313,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
314,3,False,3,2,3,1|1|3|3|3|3|3|3|3|3
328,8,False,8,5,-1,8|1|8|8|8|1|8|1|1|1
329,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
335,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
341,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
350,6,False,6,3,6,3|1|6|8|6|6|6|6|6|6
354,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
358,2,False,2,1,2,2|2|3|2|2|2|2|2|2|2
383,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
387,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
398,4,False,4,2,4,1|4|4|1|4|4|4|4|4|4
417,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
434,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
436,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
437,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
439,0,False,0,1,0,0|0|0|6|0|0|0|0|0|0
