index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
16,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
19,7,True,6,10,6,1|6|6|1|9|6|6|6|1|6
32,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
45,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
52,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
56,5,False,5,8,1,1|1|9|5|3|1|1|1|5|1
59,3,False,3,6,9,9|3|9|3|3|3|9|9|5|9
66,4,False,4,1,4,4|4|4|4|4|4|1|4|4|4
87,7,False,7,1,7,7|7|7|7|7|7|7|7|3|7
113,7,False,7,1,7,7|7|2|7|7|7|7|7|7|7
115,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
170,8,False,8,4,8,8|1|8|1|8|8|8|1|8|1
182,1,True,5,9,5,5|5|1|5|5|5|5|5|5|5
185,6,True,0,10,0,9|8|0|0|0|9|8|0|0|8
186,9,False,9,1,9,9|1|9|9|9|9|9|9|9|9
203,3,False,3,6,5,3|3|5|5|3|5|3|5|5|1
218,9,True,2,7,2,2|2|9|2|9|2|2|2|9|2
239,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
292,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
307,9,False,9,4,9,9|1|1|9|9|9|9|9|1|1
319,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
331,3,False,3,1,3,3|3|3|3|3|3|3|3|3|1
409,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
414,4,False,4,3,4,4|4|4|4|4|1|1|4|1|4
415,0,False,0,3,0,0|0|9|0|0|0|9|0|9|0
430,1,True,8,9,8,8|8|8|8|8|8|8|8|1|8
452,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
459,8,False,8,10,0,0|0|0|0|0|0|0|0|0|0
460,1,True,8,9,8,8|1|8|8|8|8|8|8|8|8
472,5,True,9,10,9,9|9|9|9|9|9|9|9|9|9
481,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
482,5,True,1,10,1,1|1|1|1|1|1|1|1|1|1
491,5,False,5,6,3,5|3|3|3|3|5|1|3|5|5
505,4,False,4,5,4,1|4|5|1|4|1|4|4|4|1
518,8,False,8,2,8,1|1|8|8|8|8|8|8|8|8
526,4,False,4,2,4,4|7|4|4|9|4|4|4|4|4
543,4,False,4,2,4,1|4|4|4|4|1|4|4|4|4
548,9,True,3,10,5,5|5|5|5|5|5|5|5|5|5
553,5,True,9,10,9,9|9|0|9|9|9|0|0|9|0
573,5,False,5,2,5,5|5|3|5|1|5|5|5|5|5
574,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
575,7,False,7,2,7,7|7|7|7|4|7|7|4|7|7
