index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
9,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
18,2,False,2,5,2,6|2|2|2|1|6|2|2|9|6
22,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
29,0,False,0,3,0,0|0|1|0|3|0|0|0|0|1
35,6,True,0,10,2,2|2|4|2|2|2|2|0|4|2
54,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
67,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
77,0,False,0,4,0,0|0|7|1|0|7|0|0|3|0
92,8,False,8,4,8,8|8|8|1|5|8|1|8|8|6
119,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
127,9,False,9,1,9,9|9|9|9|9|9|9|9|5|9
129,6,True,0,10,0,0|0|0|0|0|0|0|0|0|0
132,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
137,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
155,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
158,4,False,4,3,4,7|4|4|4|4|4|7|2|4|4
161,1,True,8,10,8,8|8|8|8|8|8|8|8|8|8
188,5,True,9,10,9,9|9|9|9|9|9|9|9|9|9
192,1,True,8,10,8,8|8|8|8|8|8|8|8|8|8
206,5,True,1,9,1,1|1|1|1|1|1|1|1|5|1
232,8,True,6,10,6,6|6|6|6|6|6|6|6|6|6
233,0,False,0,2,0,0|0|0|0|0|0|0|0|6|6
249,6,False,6,9,8,8|8|8|8|1|6|8|8|2|8
255,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
269,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
276,6,True,0,10,0,0|0|0|0|0|0|0|0|0|0
281,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
289,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
295,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
309,1,True,8,7,8,8|8|1|9|9|8|8|1|1|8
315,3,False,3,1,3,3|3|3|3|3|3|3|3|5|3
318,9,True,7,10,7,7|7|7|7|7|7|7|7|7|7
330,1,False,1,1,1,1|1|5|1|1|1|1|1|1|1
339,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
349,0,False,0,5,0,0|0|0|0|0|2|4|2|3|2
353,1,True,8,10,8,8|8|8|8|8|8|8|8|8|8
361,6,False,6,9,3,3|3|3|3|3|1|6|3|3|3
365,1,True,8,10,8,8|8|8|8|8|8|8|8|8|8
370,3,False,3,7,2,2|3|3|2|2|2|1|2|5|3
372,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
378,4,False,4,1,4,4|4|4|4|4|1|4|4|4|4
392,0,False,0,9,2,2|1|5|2|3|2|2|1|0|5
406,5,True,9,10,9,9|9|9|9|9|9|9|9|9|9
422,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
423,2,False,2,5,2,9|1|2|2|2|2|2|5|5|1
426,1,True,5,10,5,5|5|5|5|5|5|5|5|5|5
441,8,False,8,3,8,8|8|8|8|1|8|8|1|8|6
453,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
462,5,False,5,1,5,5|5|1|5|5|5|5|5|5|5
465,8,False,8,3,8,8|8|8|8|1|1|1|8|8|8
483,2,False,2,5,2,2|6|6|6|1|2|6|2|2|2
488,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
495,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
499,7,False,7,7,0,7|0|7|9|0|1|7|0|0|1
512,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
515,5,False,5,1,5,5|5|5|5|2|5|5|5|5|5
520,4,False,4,2,4,4|4|4|4|1|4|4|1|4|4
529,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
531,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
534,5,False,5,1,5,5|5|5|5|5|1|5|5|5|5
539,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
542,2,True,5,5,2,2|5|5|2|2|5|1|2|2|5
546,8,False,8,1,8,8|8|8|8|1|8|8|8|8|8
558,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
562,1,True,8,9,8,8|8|8|8|1|8|8|8|8|8
576,5,True,1,10,1,1|1|1|1|1|1|1|1|1|1
595,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
596,8,False,8,1,8,8|8|8|8|8|8|8|8|1|8
624,5,False,5,2,5,5|5|5|5|5|5|5|1|1|5
625,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
639,3,False,3,7,-1,5|5|1|1|1|3|3|3|5|2
652,7,False,7,1,7,7|7|7|7|7|7|7|5|7|7
653,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
664,9,False,9,9,0,0|1|0|1|0|0|0|1|9|0
666,9,False,9,1,9,9|9|9|9|9|9|9|9|5|9
669,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
692,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
695,0,False,0,1,0,0|0|0|0|0|0|0|0|6|0
711,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
744,7,False,7,1,7,7|7|7|7|7|7|7|7|4|7
761,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
767,5,False,5,5,5,5|1|5|5|5|5|2|3|1|2
768,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
779,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
785,3,False,3,10,5,5|5|5|5|5|5|5|5|5|5
796,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
801,3,False,3,9,6,3|6|6|6|6|6|6|6|7|6
815,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
816,4,False,4,6,-1,4|0|4|1|4|0|4|0|0|6
834,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
839,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
846,3,False,3,2,3,3|3|3|1|3|3|3|3|1|3
887,4,False,4,2,4,4|4|4|4|4|4|1|1|4|4
907,9,True,2,10,2,2|2|2|2|2|2|2|2|2|2
911,6,True,0,9,0,0|0|7|1|0|2|6|4|0|1
916,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
917,1,False,1,5,-1,1|1|1|9|9|1|9|9|9|1
947,1,False,1,1,1,1|1|1|1|1|1|1|1|5|1
951,4,False,4,2,4,4|4|4|4|4|1|4|1|4|4
954,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
967,8,False,8,1,8,8|8|8|8|1|8|8|8|8|8
971,8,False,8,1,8,8|8|8|1|8|8|8|8|8|8
978,1,False,1,1,1,1|1|1|1|1|1|1|1|5|1
979,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
993,5,False,5,1,5,5|5|5|5|5|5|5|5|1|5
1000,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
1023,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
1029,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
1039,0,False,0,5,0,1|1|8|0|0|8|8|0|0|0
1061,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
1064,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
1067,2,False,2,9,5,2|6|5|5|1|1|6|5|8|5
1073,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
1084,9,True,2,10,2,2|2|2|2|2|2|2|2|2|2
1092,8,False,8,4,8,8|1|8|8|1|8|8|1|8|1
1109,3,False,3,10,5,5|5|5|7|5|1|1|5|5|5
1119,0,False,0,9,8,1|8|1|8|0|8|8|8|8|1
1124,3,False,3,2,3,3|3|3|3|6|3|3|6|3|3
1131,6,False,6,5,6,6|6|6|9|0|6|0|0|8|6
1147,0,False,0,1,0,0|0|0|0|0|0|0|0|0|6
1152,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
1162,1,True,8,9,8,8|8|8|8|1|8|8|8|8|8
1175,8,True,6,10,6,6|6|6|6|6|6|6|6|6|6
1188,6,True,0,10,4,4|1|4|4|4|4|4|0|0|5
1205,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
