index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
8,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
17,3,False,3,6,3,1|1|3|1|5|5|3|3|5|3
26,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
31,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
37,7,False,7,2,7,1|7|7|7|7|7|7|1|7|7
42,2,False,2,0,2,2|2|2|2|2|2|2|2|2|2
49,0,False,0,3,0,0|0|1|0|0|6|0|0|0|3
61,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
65,1,False,1,1,1,1|1|1|1|8|1|1|1|1|1
69,8,False,8,2,8,8|8|8|8|8|8|1|8|1|8
93,0,False,0,2,0,0|0|0|0|0|6|6|0|0|0
102,5,True,9,10,9,9|9|9|9|9|9|9|9|9|9
105,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
107,5,False,5,5,5,5|5|1|1|5|5|6|5|1|2
114,9,True,7,10,7,7|7|7|7|7|7|7|7|7|7
123,2,False,2,1,2,2|9|2|2|2|2|2|2|2|2
131,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
133,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
157,5,False,5,6,3,1|3|3|5|5|5|3|3|5|3
159,3,False,3,7,5,1|3|2|5|4|3|5|3|5|5
162,4,False,4,10,1,1|7|1|7|2|2|1|1|7|1
172,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
202,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
217,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
220,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
227,1,False,1,1,1,1|1|1|1|8|1|1|1|1|1
241,1,True,3,5,1,3|1|3|3|8|5|1|1|1|1
242,6,False,6,7,4,4|1|4|4|6|1|6|1|6|4
245,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
248,6,False,6,4,6,1|6|6|2|2|6|6|6|6|2
264,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
267,7,False,7,2,7,7|7|7|7|7|7|7|4|7|1
279,0,False,0,1,0,0|0|6|0|0|0|0|0|0|0
285,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
288,2,False,2,1,2,2|2|2|2|2|6|2|2|2|2
298,6,False,6,10,-1,5|3|1|7|5|5|1|1|7|3
302,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
305,5,False,5,7,1,5|7|7|5|3|5|1|1|1|1
312,2,True,1,10,1,1|1|1|1|1|1|1|1|1|1
320,7,False,7,4,7,1|7|1|7|7|7|7|1|7|4
340,9,False,9,1,9,9|9|9|9|5|9|9|9|9|9
