index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
2,5,True,0,10,0,3|0|4|0|0|0|0|0|0|0
10,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
11,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
25,3,False,3,1,3,3|3|1|3|3|3|3|3|3|3
27,4,True,2,8,2,2|4|2|2|2|2|2|2|4|2
30,3,True,5,10,5,5|5|5|5|5|5|5|5|5|5
36,5,False,5,2,5,5|0|5|5|5|5|8|5|5|5
44,9,False,9,1,9,9|9|9|9|9|9|8|9|9|9
54,1,True,2,10,6,2|2|2|6|6|2|6|6|6|6
66,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
90,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
93,9,False,9,1,9,9|9|9|9|9|9|9|9|9|6
100,0,True,8,10,8,8|8|8|8|8|8|8|8|8|8
119,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
120,2,True,5,10,5,5|5|5|5|5|5|5|5|5|5
124,3,True,2,10,2,2|2|2|2|2|2|2|2|0|4
144,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
145,1,True,7,10,7,7|7|7|7|7|7|7|7|7|7
157,4,True,6,10,6,2|6|6|0|6|0|6|0|6|6
176,4,True,0,10,0,0|0|0|0|0|0|0|0|0|0
182,0,False,0,7,-1,8|5|0|0|0|7|8|8|7|7
183,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
185,4,False,4,4,4,6|4|4|2|4|4|8|4|4|2
202,5,True,0,10,6,6|6|6|0|0|0|6|6|6|0
259,1,True,3,10,3,3|3|3|3|3|3|3|3|3|3
260,2,False,2,4,2,2|6|2|2|2|2|2|6|4|6
265,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
282,6,True,9,10,9,9|5|7|9|5|9|5|9|9|9
293,6,False,6,0,6,6|6|6|6|6|6|6|6|6|6
323,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
328,2,False,2,1,2,2|2|2|2|2|2|2|2|4|2
333,8,False,8,1,8,8|8|8|8|8|8|8|8|8|7
347,2,True,8,10,1,1|1|1|1|8|3|1|1|4|0
349,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
360,9,False,9,10,7,7|7|7|7|7|7|7|7|7|7
372,8,False,8,8,4,9|4|8|8|9|4|0|4|4|3
380,6,False,6,8,2,6|4|2|4|2|2|6|2|4|2
398,6,True,2,8,-1,3|0|2|3|6|4|0|9|2|6
402,6,False,6,7,6,0|5|6|3|5|2|6|0|6|3
405,2,False,2,9,4,6|4|4|6|4|2|4|4|6|6
409,0,True,8,10,8,8|8|8|8|8|8|8|8|8|8
410,6,False,6,9,0,0|6|0|0|0|0|0|0|0|0
420,2,True,8,10,8,6|8|8|8|8|8|0|8|8|8
425,1,True,7,10,7,7|7|7|7|7|7|7|7|7|7
428,2,False,2,9,6,6|6|0|6|6|6|6|6|2|6
442,8,True,4,8,4,4|4|4|4|8|4|8|4|4|4
460,2,True,1,10,1,1|1|1|1|1|1|1|1|1|1
467,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
487,8,False,8,4,8,8|8|8|5|5|8|5|8|8|0
497,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
505,2,False,2,7,-1,5|0|6|0|4|2|2|2|1|0
519,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
526,6,False,6,9,0,0|6|0|0|0|0|0|0|0|0
528,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
539,6,True,9,10,9,9|9|9|9|9|9|9|9|9|9
544,2,False,2,1,2,2|2|1|2|2|2|2|2|2|2
550,5,True,3,10,0,6|2|6|0|0|0|0|0|0|6
568,3,False,3,1,3,3|3|1|3|3|3|3|3|3|3
576,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
582,8,False,8,9,7,7|5|7|0|8|7|7|7|3|7
590,4,True,6,8,6,6|4|6|6|6|4|6|6|6|6
603,6,True,4,10,4,4|2|2|4|4|4|2|4|4|4
608,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
617,2,False,2,5,2,2|6|2|2|8|8|8|0|2|2
635,5,True,7,7,9,9|5|9|9|9|9|5|9|9|5
641,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
648,4,False,4,2,4,8|4|4|4|4|4|8|4|4|4
650,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
656,8,True,4,10,-1,3|4|3|3|3|2|0|0|0|0
665,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
670,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
674,1,True,7,10,7,3|5|5|7|5|7|7|7|7|7
680,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
686,3,False,3,1,3,3|3|3|3|3|3|3|3|0|3
694,1,True,7,10,7,5|7|5|7|5|5|7|7|7|7
709,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
715,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
723,2,True,1,9,1,1|1|1|1|1|1|1|2|1|1
736,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
743,4,False,4,2,4,8|4|4|4|8|4|4|4|4|4
779,6,False,6,8,-1,6|2|4|3|8|8|6|5|2|4
804,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
811,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
814,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
831,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
832,7,False,7,1,7,7|5|7|7|7|7|7|7|7|7
853,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
855,2,False,2,8,6,2|6|6|6|3|2|6|6|6|6
868,1,True,3,9,3,3|3|3|3|3|1|3|3|3|3
888,1,True,3,10,3,3|3|3|3|3|3|3|3|3|3
901,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
903,6,False,6,1,6,6|6|6|6|6|6|6|6|4|6
907,8,False,8,9,3,5|5|5|3|1|1|3|3|8|3
922,2,True,1,10,1,1|1|1|1|1|1|1|1|1|1
927,5,False,5,1,5,5|5|5|5|5|7|5|5|5|5
932,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
937,1,True,7,10,7,7|7|7|7|7|7|7|7|7|7
