index,noisy_label,is_noisy,real_label,mistakes,label_pred,preds
1,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
14,3,True,7,9,7,7|7|7|7|7|7|7|7|7|3
23,0,True,8,10,8,8|8|8|8|8|8|8|8|8|8
31,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
46,1,True,7,10,7,7|7|7|7|7|7|7|7|7|7
57,8,False,8,2,8,5|8|8|8|8|6|8|8|8|8
61,0,False,0,3,0,0|6|0|0|3|0|0|0|6|0
80,1,False,1,1,1,1|1|1|1|1|2|1|1|1|1
81,1,True,3,10,3,3|3|3|3|3|3|3|3|3|3
84,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
107,9,False,9,3,9,6|7|9|9|9|9|9|9|7|9
108,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
109,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
111,9,False,9,1,9,9|9|9|9|9|5|9|9|9|9
116,2,True,5,8,5,2|5|2|5|5|5|5|5|5|5
138,1,True,7,10,7,7|7|7|7|7|7|7|7|7|7
139,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
141,6,True,9,10,9,9|9|9|9|9|9|9|9|9|9
171,0,False,0,1,0,0|0|5|0|0|0|0|0|0|0
172,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
203,6,False,6,3,6,6|6|6|6|6|4|2|6|4|6
205,4,False,4,1,4,4|8|4|4|4|4|4|4|4|4
239,4,False,4,1,4,4|4|4|4|4|4|4|4|4|2
244,2,True,5,10,5,7|5|5|5|5|5|5|5|5|5
246,5,False,5,6,-1,6|8|5|5|8|7|8|5|5|8
270,7,False,7,1,7,7|7|7|7|7|7|7|7|7|5
276,3,True,2,10,2,2|2|2|2|2|2|2|2|2|2
304,5,True,0,10,0,0|0|0|0|0|0|0|0|0|0
313,8,False,8,2,8,0|8|8|8|8|8|8|8|8|3
317,9,False,9,7,7,7|7|7|3|9|7|9|7|9|5
322,8,False,8,1,8,8|8|0|8|8|8|8|8|8|8
325,0,False,0,4,0,0|3|3|0|6|0|0|0|2|0
336,1,False,1,1,1,1|1|4|1|1|1|1|1|1|1
342,8,False,8,1,8,8|8|8|8|8|8|8|2|8|8
346,6,False,6,7,0,0|0|2|6|0|0|6|0|2|6
350,2,False,2,8,4,4|4|8|4|6|4|4|6|2|2
355,7,False,7,2,7,7|9|7|7|7|7|7|7|9|7
359,1,False,1,4,1,2|1|1|2|1|1|1|1|2|6
370,1,True,3,10,3,3|3|3|3|3|3|3|3|3|3
377,4,True,0,7,-1,0|0|4|6|3|0|4|6|4|3
381,4,False,4,0,4,4|4|4|4|4|4|4|4|4|4
391,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
394,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
396,4,False,4,5,4,4|3|6|4|4|2|4|2|4|6
403,7,False,7,2,7,7|7|7|7|7|7|5|7|5|7
441,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
456,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
459,2,True,5,10,5,5|5|5|5|5|5|5|5|5|5
469,6,True,5,10,5,5|5|5|5|5|5|5|5|5|5
476,8,False,8,1,8,8|8|8|8|8|8|8|8|0|8
479,1,True,9,10,5,5|0|5|5|3|5|5|6|6|2
481,4,False,4,2,4,4|6|2|4|4|4|4|4|4|4
501,2,False,2,10,6,6|6|6|6|0|6|6|6|6|6
510,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
516,0,False,0,1,0,0|0|0|0|6|0|0|0|0|0
518,3,True,7,10,7,7|7|7|7|7|7|7|7|7|7
520,6,True,8,9,8,8|8|3|8|8|8|8|6|8|8
521,5,False,5,0,5,5|5|5|5|5|5|5|5|5|5
524,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
527,6,False,6,8,3,6|3|3|2|1|2|2|3|6|3
533,6,True,9,10,9,7|7|9|9|9|9|9|9|9|9
543,6,False,6,4,6,4|6|6|2|2|6|6|6|0|6
596,1,True,3,10,3,3|3|3|3|3|3|3|3|3|3
601,0,False,0,3,0,5|0|3|0|3|0|0|0|0|0
606,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
609,1,True,3,10,2,2|6|2|2|2|2|2|4|4|2
612,8,True,4,10,2,2|2|2|2|4|2|2|2|6|2
629,7,False,7,2,7,7|7|7|7|7|7|7|7|5|9
636,1,True,7,10,7,7|7|7|7|7|7|7|7|7|7
637,2,False,2,4,2,4|2|4|2|2|2|4|6|2|2
663,9,False,9,0,9,9|9|9|9|9|9|9|9|9|9
679,7,False,7,1,7,7|7|7|7|7|5|7|7|7|7
692,6,True,9,10,9,9|9|9|9|9|9|9|9|9|9
704,1,False,1,1,1,1|1|1|1|1|1|1|1|1|2
710,6,True,5,10,5,5|5|5|5|5|5|5|7|5|5
714,3,False,3,4,3,3|3|3|1|3|1|3|3|1|6
724,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
730,2,True,1,10,1,1|1|1|1|1|1|1|1|1|1
761,2,True,1,10,1,1|1|1|1|1|1|1|1|1|1
769,8,False,8,1,8,8|8|8|8|8|8|8|8|8|4
817,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
826,1,False,1,0,1,1|1|1|1|1|1|1|1|1|1
829,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
833,4,False,4,6,-1,4|4|2|6|1|4|4|6|6|6
841,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
850,1,False,1,9,5,3|5|1|5|3|5|5|3|5|3
851,8,True,4,9,4,4|0|8|6|4|4|2|2|4|6
856,0,True,7,10,7,7|7|7|7|7|5|7|5|7|7
870,7,False,7,0,7,7|7|7|7|7|7|7|7|7|7
880,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
893,0,False,0,0,0,0|0|0|0|0|0|0|0|0|0
894,8,False,8,0,8,8|8|8|8|8|8|8|8|8|8
912,4,False,4,9,6,6|6|4|2|6|2|6|6|6|6
917,2,True,1,10,1,1|1|1|1|1|1|1|1|1|1
925,2,True,6,10,6,4|4|6|6|6|4|6|4|6|6
930,2,True,8,10,8,8|8|8|8|8|8|8|8|8|8
931,2,False,2,10,3,4|3|6|3|3|3|3|3|3|3
948,3,False,3,0,3,3|3|3|3|3|3|3|3|3|3
970,6,False,6,8,4,6|4|4|6|2|2|4|4|4|4
